"image_path","severity","dark_circles","subject_id","eye","mst_shade","source_dataset","source_image_id","license_status","consent_status","makeup_suspected","annotation_confidence","annotator_id"
"data/smoke/crops/subj020_left.jpg","3","1","subj020","left","2","dermalens_smoke","subj020","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj020_right.jpg","3","1","subj020","right","2","dermalens_smoke","subj020","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj023_left.jpg","1","0","subj023","left","7","dermalens_smoke","subj023","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj023_right.jpg","1","1","subj023","right","6","dermalens_smoke","subj023","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj026_left.jpg","0","0","subj026","left","8","dermalens_smoke","subj026","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj026_right.jpg","0","0","subj026","right","2","dermalens_smoke","subj026","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj027_left.jpg","3","1","subj027","left","2","dermalens_smoke","subj027","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj027_right.jpg","3","1","subj027","right","1","dermalens_smoke","subj027","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj028_left.jpg","0","0","subj028","left","1","dermalens_smoke","subj028","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj028_right.jpg","0","0","subj028","right","2","dermalens_smoke","subj028","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj029_left.jpg","1","0","subj029","left","7","dermalens_smoke","subj029","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj029_right.jpg","1","0","subj029","right","2","dermalens_smoke","subj029","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj030_left.jpg","4","1","subj030","left","5","dermalens_smoke","subj030","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj030_right.jpg","4","1","subj030","right","1","dermalens_smoke","subj030","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj033_left.jpg","2","0","subj033","left","6","dermalens_smoke","subj033","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj033_right.jpg","2","1","subj033","right","7","dermalens_smoke","subj033","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj034_left.jpg","1","1","subj034","left","3","dermalens_smoke","subj034","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj034_right.jpg","1","0","subj034","right","4","dermalens_smoke","subj034","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj035_left.jpg","3","1","subj035","left","8","dermalens_smoke","subj035","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj035_right.jpg","3","1","subj035","right","1","dermalens_smoke","subj035","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj036_left.jpg","2","1","subj036","left","9","dermalens_smoke","subj036","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj036_right.jpg","2","0","subj036","right","2","dermalens_smoke","subj036","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj037_left.jpg","4","1","subj037","left","6","dermalens_smoke","subj037","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj037_right.jpg","4","1","subj037","right","3","dermalens_smoke","subj037","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj039_left.jpg","3","1","subj039","left","7","dermalens_smoke","subj039","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj039_right.jpg","3","0","subj039","right","5","dermalens_smoke","subj039","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj040_left.jpg","0","0","subj040","left","9","dermalens_smoke","subj040","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj040_right.jpg","0","0","subj040","right","4","dermalens_smoke","subj040","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj041_left.jpg","2","0","subj041","left","4","dermalens_smoke","subj041","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj041_right.jpg","2","0","subj041","right","9","dermalens_smoke","subj041","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj042_left.jpg","1","0","subj042","left","1","dermalens_smoke","subj042","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj042_right.jpg","1","1","subj042","right","7","dermalens_smoke","subj042","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj043_left.jpg","3","0","subj043","left","9","dermalens_smoke","subj043","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj043_right.jpg","3","1","subj043","right","8","dermalens_smoke","subj043","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj044_left.jpg","0","1","subj044","left","2","dermalens_smoke","subj044","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj044_right.jpg","0","0","subj044","right","3","dermalens_smoke","subj044","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj048_left.jpg","4","0","subj048","left","5","dermalens_smoke","subj048","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj048_right.jpg","4","1","subj048","right","1","dermalens_smoke","subj048","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj049_left.jpg","1","0","subj049","left","3","dermalens_smoke","subj049","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj049_right.jpg","1","0","subj049","right","8","dermalens_smoke","subj049","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj050_left.jpg","3","0","subj050","left","1","dermalens_smoke","subj050","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj050_right.jpg","3","1","subj050","right","7","dermalens_smoke","subj050","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj051_left.jpg","2","1","subj051","left","1","dermalens_smoke","subj051","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj051_right.jpg","2","1","subj051","right","4","dermalens_smoke","subj051","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj053_left.jpg","3","1","subj053","left","7","dermalens_smoke","subj053","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj053_right.jpg","3","1","subj053","right","5","dermalens_smoke","subj053","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj054_left.jpg","0","0","subj054","left","4","dermalens_smoke","subj054","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj054_right.jpg","0","0","subj054","right","8","dermalens_smoke","subj054","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj055_left.jpg","3","0","subj055","left","2","dermalens_smoke","subj055","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj055_right.jpg","3","0","subj055","right","6","dermalens_smoke","subj055","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj056_left.jpg","3","1","subj056","left","5","dermalens_smoke","subj056","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj056_right.jpg","3","0","subj056","right","10","dermalens_smoke","subj056","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj057_left.jpg","0","0","subj057","left","10","dermalens_smoke","subj057","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj057_right.jpg","0","1","subj057","right","3","dermalens_smoke","subj057","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj058_left.jpg","4","1","subj058","left","6","dermalens_smoke","subj058","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj058_right.jpg","4","1","subj058","right","6","dermalens_smoke","subj058","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj059_left.jpg","1","0","subj059","left","9","dermalens_smoke","subj059","prototype_only","not_for_production","0","medium","seed_smoke"
"data/smoke/crops/subj059_right.jpg","1","1","subj059","right","3","dermalens_smoke","subj059","prototype_only","not_for_production","0","medium","seed_smoke"
